count,audio,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text_33.started,text_33.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,sound_1.started,sound_1.stopped,pic1.started,pic1.stopped,story_presses.keys,story_presses.rt,story_presses.started,story_presses.stopped,image_2.started,image_2.stopped,text_34.started,text_34.stopped,text_35.started,text_35.stopped,text.started,text.stopped,text_52.started,text_52.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.started,key_resp_16.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,parcelated_audio/11/11_29.aiff,0,0,0,0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.2877585047856,None,428.2877882400062,None,1,3.882433080987539,432.4552646499942,None,432.4552646499942,None,432.4552646499942,None,432.4552646499942,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_30.aiff,0,0,0,0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.4221811527852,None,436.42147547000786,None,1,2.689354629954323,440.92176614003256,None,440.92176614003256,None,440.92176614003256,None,440.92176614003256,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_31.aiff,0,0,0,0,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.705190294818,None,443.70524313801434,None,1,3.0572814499610104,448.55562524998095,None,448.55562524998095,None,448.55562524998095,None,448.55562524998095,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_32.aiff,0,0,0,0,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.7066343197832,None,451.7059480249882,None,9,5.900758026982658,455.75602152303327,None,455.75602152303327,None,455.75602152303327,None,455.75602152303327,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_33.aiff,0,0,0,0,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.74096814780495,None,461.7406932800077,None,1,2.24607560998993,464.24001498299185,None,464.24001498299185,None,464.24001498299185,None,464.24001498299185,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_34.aiff,0,0,0,0,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.5739978747908,None,466.57415794802364,None,1,1.0559390650014393,469.87368404801236,None,469.87368404801236,None,469.87368404801236,None,469.87368404801236,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_35.aiff,0,0,0,0,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.02375688280443,None,471.0248265049886,None,1,1.5056841290206648,475.3740975499968,None,475.3740975499968,None,475.3740975499968,None,475.3740975499968,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_36.aiff,0,0,0,0,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.99078611481235,None,476.99177138798404,None,9,3.429455359990243,486.0092472700053,None,486.0092472700053,None,486.0092472700053,None,486.0092472700053,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_37.aiff,0,0,0,0,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.5249552497873,None,489.5252230379847,None,1,3.571724569017533,493.6603527329862,None,493.6603527329862,None,493.6603527329862,None,493.6603527329862,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
0,parcelated_audio/11/11_38.aiff,0,0,0,0,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.3261107198079,None,497.3255643550074,None,1,1.7298679549712688,503.4592858760152,None,503.4592858760152,None,503.4592858760152,None,503.4592858760152,None,,,,,,,,,092419_p2,001,2019_Sep_24_1613,body_behavioural,3.2.1,60.0992678920452,
