instructText,count,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,recall,question1_answer,order of question,text_14.started,text_14.stopped,text_15.started,text_15.stopped,image_6.started,image_6.stopped,polygon_3.started,polygon_3.stopped,bottom_line_3.started,bottom_line_3.stopped,right_line_3.started,right_line_3.stopped,left_line_3.started,left_line_3.stopped,question2_answer,text_16.started,text_16.stopped,text_17.started,text_17.stopped,image_7.started,image_7.stopped,polygon_4.started,polygon_4.stopped,bottom_line_4.started,bottom_line_4.stopped,right_line_4.started,right_line_4.stopped,left_line_4.started,left_line_4.stopped,question3_answer,text_18.started,text_18.stopped,text_19.started,text_19.stopped,image_8.started,image_8.stopped,polygon_5.started,polygon_5.stopped,bottom_line_5.started,bottom_line_5.stopped,right_line_5.started,right_line_5.stopped,left_line_5.started,left_line_5.stopped,question4_answer,text_20.started,text_20.stopped,text_21.started,text_21.stopped,image_9.started,image_9.stopped,polygon_6.started,polygon_6.stopped,bottom_line_6.started,bottom_line_6.stopped,right_line_6.started,right_line_6.stopped,left_line_6.started,left_line_6.stopped,question5_answer,text_25.started,text_25.stopped,text_26.started,text_26.stopped,image_11.started,image_11.stopped,polygon_7.started,polygon_7.stopped,bottom_line_7.started,bottom_line_7.stopped,right_line_7.started,right_line_7.stopped,left_line_7.started,left_line_7.stopped,question6_answer,text_27.started,text_27.stopped,text_28.started,text_28.stopped,image_12.started,image_12.stopped,polygon_8.started,polygon_8.stopped,bottom_line_8.started,bottom_line_8.stopped,right_line_8.started,right_line_8.stopped,left_line_8.started,left_line_8.stopped,question7_answer,text_29.started,text_29.stopped,text_30.started,text_30.stopped,image_13.started,image_13.stopped,polygon_9.started,polygon_9.stopped,bottom_line_9.started,bottom_line_9.stopped,right_line_9.started,right_line_9.stopped,left_line_9.started,left_line_9.stopped,question8_answer,text_31.started,text_31.stopped,text_32.started,text_32.stopped,image_14.started,image_14.stopped,polygon_10.started,polygon_10.stopped,bottom_line_10.started,bottom_line_10.stopped,right_line_10.started,right_line_10.stopped,left_line_10.started,left_line_10.stopped,questions time,text_47.started,text_47.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
,2,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0549711369968,None,677.0549711369968,None,677.0549711369968,None,677.0549711369968,None,677.0549711369968,None,677.0549711369968,None,677.0549711369968,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,3,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.2387764580053,None,677.2387764580053,None,677.2387764580053,None,677.2387764580053,None,677.2387764580053,None,677.2387764580053,None,677.2387764580053,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,4,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,677.3556746719987,None,space,0.4577465350012062,677.3556746719987,None,677.3556746719987,None,677.9050158839964,None,677.9050158839964,None,,,"[1, 2]",678.2217027720035,None,678.2217027720035,None,678.2217027720035,None,678.2217027720035,None,678.2217027720035,None,678.2217027720035,None,678.2217027720035,None,,678.6386391870037,None,678.6386391870037,None,678.6386391870037,None,678.6386391870037,None,678.6386391870037,None,678.6386391870037,None,678.6386391870037,None,,678.8220983840001,None,678.8220983840001,None,678.8220983840001,None,678.8220983840001,None,678.8220983840001,None,678.8220983840001,None,678.8220983840001,None,,678.9895207009977,None,678.9895207009977,None,678.9895207009977,None,678.9895207009977,None,678.9895207009977,None,678.9895207009977,None,678.9895207009977,None,,679.1222719289945,None,679.1222719289945,None,679.1222719289945,None,679.1222719289945,None,679.1222719289945,None,679.1222719289945,None,679.1222719289945,None,,679.321962543996,None,679.321962543996,None,679.321962543996,None,679.321962543996,None,679.321962543996,None,679.321962543996,None,679.321962543996,None,,679.4562589020061,None,679.4562589020061,None,679.4562589020061,None,679.4562589020061,None,679.4562589020061,None,679.4562589020061,None,679.4562589020061,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,4,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.6221020270023,None,679.6221020270023,None,679.6221020270023,None,679.6221020270023,None,679.6221020270023,None,679.6221020270023,None,679.6221020270023,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,5,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,679.7559316139959,None,space,0.49425013099971693,679.7559316139959,None,679.7559316139959,None,680.3218492989981,None,680.3218492989981,None,, ,"[2, 1]",680.588613304004,None,680.588613304004,None,680.588613304004,None,680.588613304004,None,680.588613304004,None,680.588613304004,None,680.588613304004,None,,680.9885495140043,None,680.9885495140043,None,680.9885495140043,None,680.9885495140043,None,680.9885495140043,None,680.9885495140043,None,680.9885495140043,None,,681.1729382740014,None,681.1729382740014,None,681.1729382740014,None,681.1729382740014,None,681.1729382740014,None,681.1729382740014,None,681.1729382740014,None,,681.3563600240013,None,681.3563600240013,None,681.3563600240013,None,681.3563600240013,None,681.3563600240013,None,681.3563600240013,None,681.3563600240013,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,681.7722319920009,None,681.7722319920009,None,681.7722319920009,None,681.7722319920009,None,681.7722319920009,None,681.7722319920009,None,681.7722319920009,None,,681.8384997690009,None,681.8384997690009,None,681.8384997690009,None,681.8384997690009,None,681.8384997690009,None,681.8384997690009,None,681.8384997690009,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,5,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.9889095679973,None,681.9889095679973,None,681.9889095679973,None,681.9889095679973,None,681.9889095679973,None,681.9889095679973,None,681.9889095679973,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,6,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,682.1235652989999,None,space,0.578476162001607,682.1235652989999,None,682.1235652989999,None,682.7719943419943,None,682.7719943419943,None,, ,"[2, 1]",683.0053525190015,None,683.0053525190015,None,683.0053525190015,None,683.0053525190015,None,683.0053525190015,None,683.0053525190015,None,683.0053525190015,None,,683.5386676089984,None,683.5386676089984,None,683.5386676089984,None,683.5386676089984,None,683.5386676089984,None,683.5386676089984,None,683.5386676089984,None,,683.7401647520019,None,683.7401647520019,None,683.7401647520019,None,683.7401647520019,None,683.7401647520019,None,683.7401647520019,None,683.7401647520019,None,,683.9055338040052,None,683.9055338040052,None,683.9055338040052,None,683.9055338040052,None,683.9055338040052,None,683.9055338040052,None,683.9055338040052,None,,684.071984188995,None,684.071984188995,None,684.071984188995,None,684.071984188995,None,684.071984188995,None,684.071984188995,None,684.071984188995,None,,684.2555136690062,None,684.2555136690062,None,684.2555136690062,None,684.2555136690062,None,684.2555136690062,None,684.2555136690062,None,684.2555136690062,None,,684.4392643439933,None,684.4392643439933,None,684.4392643439933,None,684.4392643439933,None,684.4392643439933,None,684.4392643439933,None,684.4392643439933,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,6,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.6221638489951,None,684.6221638489951,None,684.6221638489951,None,684.6221638489951,None,684.6221638489951,None,684.6221638489951,None,684.6221638489951,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,7,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.8064759319968,None,684.8064759319968,None,684.8064759319968,None,684.8064759319968,None,684.8064759319968,None,684.8064759319968,None,684.8064759319968,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,8,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,684.9400921839988,None,space,0.5168905649916269,684.9400921839988,None,684.9400921839988,None,685.5222513089975,None,685.5222513089975,None,,,"[1, 2]",685.8231571590004,None,685.8231571590004,None,685.8231571590004,None,685.8231571590004,None,685.8231571590004,None,685.8231571590004,None,685.8231571590004,None,,686.2227499089931,None,686.2227499089931,None,686.2227499089931,None,686.2227499089931,None,686.2227499089931,None,686.2227499089931,None,686.2227499089931,None,,686.4063759499986,None,686.4063759499986,None,686.4063759499986,None,686.4063759499986,None,686.4063759499986,None,686.4063759499986,None,686.4063759499986,None,,686.5890211319929,None,686.5890211319929,None,686.5890211319929,None,686.5890211319929,None,686.5890211319929,None,686.5890211319929,None,686.5890211319929,None,,686.7401585820044,None,686.7401585820044,None,686.7401585820044,None,686.7401585820044,None,686.7401585820044,None,686.7401585820044,None,686.7401585820044,None,,686.9223645720049,None,686.9223645720049,None,686.9223645720049,None,686.9223645720049,None,686.9223645720049,None,686.9223645720049,None,686.9223645720049,None,,687.089150586995,None,687.089150586995,None,687.089150586995,None,687.089150586995,None,687.089150586995,None,687.089150586995,None,687.089150586995,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,8,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.2890152140026,None,687.2890152140026,None,687.2890152140026,None,687.2890152140026,None,687.2890152140026,None,687.2890152140026,None,687.2890152140026,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,9,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,687.3899708709941,None,space,0.6567710709932726,687.3899708709941,None,687.3899708709941,None,688.1221069780004,None,688.1221069780004,None,,,"[2, 1]",688.3890411920001,None,688.3890411920001,None,688.3890411920001,None,688.3890411920001,None,688.3890411920001,None,688.3890411920001,None,688.3890411920001,None,,688.9062868820038,None,688.9062868820038,None,688.9062868820038,None,688.9062868820038,None,688.9062868820038,None,688.9062868820038,None,688.9062868820038,None,,689.0898565289972,None,689.0898565289972,None,689.0898565289972,None,689.0898565289972,None,689.0898565289972,None,689.0898565289972,None,689.0898565289972,None,,689.239239639006,None,689.239239639006,None,689.239239639006,None,689.239239639006,None,689.239239639006,None,689.239239639006,None,689.239239639006,None,,689.4235698340053,None,689.4235698340053,None,689.4235698340053,None,689.4235698340053,None,689.4235698340053,None,689.4235698340053,None,689.4235698340053,None,,689.5892101089994,None,689.5892101089994,None,689.5892101089994,None,689.5892101089994,None,689.5892101089994,None,689.5892101089994,None,689.5892101089994,None,,689.7726601390023,None,689.7726601390023,None,689.7726601390023,None,689.7726601390023,None,689.7726601390023,None,689.7726601390023,None,689.7726601390023,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,9,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.9392493740015,None,689.9392493740015,None,689.9392493740015,None,689.9392493740015,None,689.9392493740015,None,689.9392493740015,None,689.9392493740015,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,10,,,,,0,10,10,10,0,0,0,0,,,,,,,,,,,,,,,,,690.0901552139985,None,space,0.5754078550089616,690.0901552139985,None,690.0901552139985,None,690.7392829939927,None,690.7392829939927,None,, ,"[1, 2]",691.005911914006,None,691.005911914006,None,691.005911914006,None,691.005911914006,None,691.005911914006,None,691.005911914006,None,691.005911914006,None,,691.5571107839933,None,691.5571107839933,None,691.5571107839933,None,691.5571107839933,None,691.5571107839933,None,691.5571107839933,None,691.5571107839933,None,,691.7559135820047,None,691.7559135820047,None,691.7559135820047,None,691.7559135820047,None,691.7559135820047,None,691.7559135820047,None,691.7559135820047,None,,691.9227155239932,None,691.9227155239932,None,691.9227155239932,None,691.9227155239932,None,691.9227155239932,None,691.9227155239932,None,691.9227155239932,None,,692.1060484640038,None,692.1060484640038,None,692.1060484640038,None,692.1060484640038,None,692.1060484640038,None,692.1060484640038,None,692.1060484640038,None,,692.2727138539922,None,692.2727138539922,None,692.2727138539922,None,692.2727138539922,None,692.2727138539922,None,692.2727138539922,None,692.2727138539922,None,,692.4561214370042,None,692.4561214370042,None,692.4561214370042,None,692.4561214370042,None,692.4561214370042,None,692.4561214370042,None,692.4561214370042,None,,,,,,,,,,,,,,,,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
,10,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.6394436370028,None,692.6394436370028,None,692.6394436370028,None,692.6394436370028,None,692.6394436370028,None,692.6394436370028,None,692.6394436370028,None,,,,,,,,,,k,0,1,0,1,1,2,2020_Jan_29_1452,body_behavioural,3.2.1,60.22251146510041,
