count,storyText,locationEvent,socialEvent,story,locationEventSize,socialEventSize,socialAnswer,locationAnswer,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,recall,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,participant,session,date,expName,psychopyVersion,frameRate,
1,"As an account representative for an Italian cheese company that was trying to expand its outreach to American grocery stores, this meeting was pivotal for Ms. Bianchi.",1.0,1.0,None,,,,,,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,1,8.903479676984716,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"Her sales target, Ms. Morrison, was the senior product manager for a corporate grocer and she had a say in the products distributed in stores across the West Coast.",1.0,1.0,None,,,,,,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,1,7.451228580030147,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"Ms. Morrison was also known for doing things unconventionally: for example, she said that she liked to make deals with suppliers in the place where the products were sold- “to keep their minds focused on what’s important.” ",1.0,1.0,None,,,,,,0,1,1,1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,1,8.40334083000198,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"In the cheese section of the grocery store, Ms. Morrison motioned to the parmesan.",2.0,1.0,None,,,,,,0,1,1,1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,9,4.019608135044109,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,“We have quite a selection here.,2.0,1.0,None,,,,,,0,1,1,1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,1,2.419881940004416,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,I don’t know that we need an additional section for gourmet cheeses.” ,2.0,1.0,None,,,,,,0,1,1,1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,1,2.436630225041881,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1," Ms. Bianchi did not hesitate but launched into her pitch: “Ms. Morrison, I think you would agree that selling food is more than just providing variety, but also about providing the highest quality.",2.0,2.0,None,,,,,,0,1,1,1,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,1,8.986889447027352,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,You don’t have cheeses made in America that are like ours- it is true.,2.0,2.0,None,,,,,,0,1,1,1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,1,4.436163006990682,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,The availability of a product of excellent quality leads to the appreciation of the product.,2.0,2.0,None,,,,,,0,1,1,1,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,1,4.40333656698931,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
1,"Your consumers will want to buy other, finer products to compliment that first ingredient, and suddenly your customer will be consuming in a new, more profitable way.",2.0,2.0,None,,,,,,0,1,1,1,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,1,38.698579191055615,,,,,,,,,,,,,,,,,,,060719_p1,001,2019_Jun_07_1232,body_behavioural_mayedit,3.0.4,60.08420741983443,
