count,storyText,locationEvent,socialEvent,story,locationEventSize,socialEventSize,socialAnswer,locationAnswer,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,participant,session,date,expName,psychopyVersion,frameRate,
1,He looked at her silently and pulled his hand slowly from hers as a puzzled look grew on Sadie’s face. ,2,1,None,None,None,None,None,,0,1,1,1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.253125342016574,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,Thomas looked away and took a deep breath. ,2,1,None,None,None,None,None,,0,1,1,1,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.919999570003711,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,"Sadie asked, “What’s wrong?” ",2,1,None,None,None,None,None,,0,1,1,1,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.186698304023594,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,Thomas picked at his fingernails.,2,1,None,None,22.0,None,None,,0,1,1,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.2197708349558525,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,"After a few moments, Thomas let out a deep breath and said, “Sadie, I’ve been thinking, and I need a break from this relationship because I need to figure out my career path on my own.”",2,2,None,None,None,None,None,,0,1,1,1,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6.486856558010913,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,Sadie sat back in her seat.,2,2,None,None,None,None,None,,0,1,1,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.2031819699914195,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,"Thomas continued, “Things have been really picking up at work, and I’m not sure that this is the job I want to do anymore.",2,2,None,None,None,None,None,,0,1,1,1,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.517636635049712,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,"Plus, it’s been really overwhelming between working and figuring out if I should change careers, and I really feel like I need more time to figure it out.” ",2,2,None,17.0,None,None,None,,0,1,1,1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.334536477981601,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,"The waiter appeared and cheerily asked, “Have you decided what you would like?”",3,2,None,None,None,None,None,,0,1,1,1,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6.403352238005027,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
1,"Thomas and Sadie realized there were menus on the table, and they glanced at them quickly.",3,2,None,None,None,None,None,,0,1,1,1,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.5866648929659277,,,,,,,,,,,,,,,,,,,,070219_p3,001,2019_Jul_02_1332,body_behavioural,3.0.4,59.948993116977924,
