count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,order of stories,order of perspectives,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,We would have to find other investors and that would set us back in our timeline. ,3,3,,,,0,1,1,1,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,1,3.6689934249952785,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"Our profit projections assumed we'd be starting relatively soon, not months down the line.” ",3,3,,,,0,1,1,1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,1,5.870494531001896,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,They whispered back and forth during the whole class in order to work out a compromise. ,3,3,,,,0,1,1,1,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,1,4.019925297005102,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"Finally, the class ended, and the professor dismissed the students with a reminder that the midterm paper was due on Thursday and that they should email their papers to the TA.",4,3,,,,0,1,1,1,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,9,8.970283257003757,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"Everyone, except Charlie and Alma, packed up their things and headed out of the lecture hall to get to their next class. ",4,3,,,,0,1,1,1,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,1,7.853147580004588,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"“Alright, so we’ll have the $30,000 wired to you by tomorrow,” Charlie said. ",4,4,,,,0,1,1,1,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,1,5.303012559998024,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"This wasn't ideal for Charlie, but Alma had refused to budge, and his investment group had told him they were willing to pay the full amount if necessary. ",4,4,,,,0,1,1,1,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,1,8.217345274999388,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,"They shook hands, walked out of the now-empty lecture hall, and made plans to sign the official paperwork the next day.",4,4,,,,0,1,1,1,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,1,4.1866193850000855,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
1,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,space,1.069757204997586,space,15.937333182002476,space,1.4363566499960143,,,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"Alex was a distracted, sweaty mess as he walked into the grocery store with Chloe; he was hoping that she wouldn't suspect that he was about to propose.",1,1,,,,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,9,8.300801105004211,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"The grocery store was brightly lit; this was one of the nicest grocery stores in Atlanta, and sunlight poured in through the glass walls.",1,1,,,,0,2,2,2,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1,11.637097077000362,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"The atmosphere was also bright because tomorrow was Thanksgiving, and most shoppers had carts piled high with turkey, stuffing, and pies.",1,1,,,,0,2,2,2,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1,9.220233955005824,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,Alex wanted to propose to Chloe here because he knew she would not suspect it at all. ,1,1,,,,0,2,2,2,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,1,4.653232235003088,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"Chloe loved surprises, and Alex loved the look on Chloe’s face when she was surprised. ",1,1,,,,0,2,2,2,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,1,6.736747814997216,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"“Alex, we need to get some cranberry sauce, so let’s go there first.” ",2,1,,,,0,2,2,2,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,9,10.603571359999478,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,She led the way to the section of the store that held the canned foods. ,2,1,,,,0,2,2,2,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,1,6.136921154997253,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,Alex looked like he was going to throw up. ,2,1,,,,0,2,2,2,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,1,2.770445970003493,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"As they were walking there, Chloe asked him, “Is everything okay, dear?”",2,1,,,,0,2,2,2,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,1,2.069769051995536,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"“Oh yeah, for sure,” he said, unconvincingly. ",2,1,,,,0,2,2,2,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,1,1.5697867320050136,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"She chuckled, “Alright, whatever you say.” ",2,1,,,,0,2,2,2,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,1,1.20315919299901,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,"She was mulling over the different cans of cranberry sauce, and Alex knew she would be a while.",2,1,,,,0,2,2,2,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,1,3.319802524994884,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,He turned his back to her and pulled out the ring.,2,2,,,,0,2,2,2,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,1,3.419821060000686,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
2,He had been saving up for this for a while. ,2,2,,,,0,2,2,2,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,1,2.9531103799963603,,,,,,,,,,,,,,030119_p2,001,2019_Mar_01_1348,body_behavioural,3.0.4,59.950479226356315,
