count,storyText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
6,Restaurant Meet Cute,0,6,6,6,0,1,1,1,,,,,space,0.46743871190119535,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
6,,0,6,6,6,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
7,23,0,7,7,7,0,0,0,0,,,space,0.6006362420739606,space,0.45188552199397236,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
7,Grocery shopping Proposal,0,7,7,7,0,1,1,1,,,,,space,0.3844036579830572,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
7,,0,7,7,7,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
8,21,0,8,8,8,0,0,0,0,,,space,0.3849917169427499,space,0.48500969889573753,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
8,Restaurant Proposal,0,8,8,8,0,1,1,1,,,,,space,0.3861124600516632,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
8,,0,8,8,8,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
9,22,0,9,9,9,0,0,0,0,,,space,0.368838952970691,space,0.3682308889692649,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
9,Airport Proposal,0,9,9,9,0,1,1,1,,,,,space,0.3848087430233136,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
9,,0,9,9,9,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
10,13,0,10,10,10,0,0,0,0,,,space,0.3860240150243044,space,0.33551746199373156,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
10,Grocery Shopping Breakup,0,10,10,10,0,1,1,1,,,,,space,0.3672556629171595,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
10,,0,10,10,10,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
11,14,0,11,11,11,0,0,0,0,,,space,0.40163736103568226,space,0.35207721299957484,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
11,Attending a Lecture Breakup,0,11,11,11,0,1,1,1,,,,,space,0.4521303069777787,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
11,,0,11,11,11,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
12,43,0,12,12,12,0,0,0,0,,,space,0.41830159502569586,space,0.40181622898671776,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
12,Grocery Shopping Meet Cute,0,12,12,12,0,1,1,1,,,,,space,0.436405639979057,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
12,,0,12,12,12,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
13,44,0,13,13,13,0,0,0,0,,,space,0.43527523207012564,space,0.4192889260593802,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
13,Attending a Lecture Meet Cute,0,13,13,13,0,1,1,1,,,,,space,0.4355746820801869,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
13,,0,13,13,13,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
14,31,0,14,14,14,0,0,0,0,,,space,0.46825214696582407,space,0.4180826209485531,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
14,Restaurant Business Deal,0,14,14,14,0,1,1,1,,,,,space,0.45187721005640924,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
14,,0,14,14,14,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
15,32,0,15,15,15,0,0,0,0,,,space,0.48564306704793125,space,0.4677719100145623,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
15,Airport Business Deal,0,15,15,15,0,1,1,1,,,,,space,0.5003319180104882,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
15,,0,15,15,15,,,,,,,,,,,1,001,2019_Jan_02_1538,body_updated,59.73788662838912,
