count,storyText,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,recall,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,question1_correct_perspective,question2_correct_perspective,question3_correct_perspective,question4_correct_perspective,participant,session,date,expName,frameRate,
6,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,space,0.4679475029697642,Location,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
7,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,space,0.36830225703306496,Location,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
8,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,space,1.1691013290546834,,S,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
9,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,space,0.5682653430849314,L,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
10,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,space,0.5010136249475181,Ll,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
11,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,space,0.5183933340013027,L,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
12,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,space,0.6179862059652805,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
13,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,space,0.5190213050227612,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
14,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,space,0.46860473696142435,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
15,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,space,0.400804199045524,,,,,',001,2019_Jan_18_1343,body_behavioural,60.09098511793589,
