count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,story_presses.keys,story_presses.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,participant,session,date,expName,psychopyVersion,frameRate,
0,"Teresa smiled and walked towards the door without looking, and almost ran into the door again. ",4,4,,,,0,0,0,0,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.5365002719991026,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
0,They both laughed and smiled once more goodbye. ,4,4,,,,0,0,0,0,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.385526164998737,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
1,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8035151879994373,space,4.136763965001592,space,3.5532075820010505,,,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
1,"Simon and Carina noticed each other as they walked into the grocery store at the same time, their carts nearly colliding as they squeezed into the entrance.",1,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.154054685001029,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
1,"They were both new to the Boston area, and this was their first time in this store. ",1,1,,,,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.2041241619990615,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
1,"It kind of looked like a large warehouse, with high unfurnished ceilings, industrial lights, and large packages of food. ",1,1,,,,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.136972194999544,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
1,"They went off along separate routes, but soon ended up back together in the meat section. ",2,1,,,,0,1,1,1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.119889667003008,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
1,"They were both preparing for barbecues, so they were looking over the same cuts of meat. ",2,1,,,,0,1,1,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.3864458329990157,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
1,"Simon really wanted to talk to Carina, and Carina really wanted to say something to Simon, but they felt embarrassed striking up a conversation with a stranger.",2,1,,,,0,1,1,1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6860876370010374,,,,,,,,,,,,,,,,,,,,,,,,,022819_p3,001,2019_Feb_28_1619,body_behavioural,3.0.4,60.159468793980714,
