count,storyText,locationEvent,socialEvent,locationEventSize,socialEventSize,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,order of stories,order of perspectives,story_presses.keys,story_presses.rt,participant,session,date,expName,frameRate,
1,Thomas cleared his throat and tried not to grimace at the stained fabric that lined the booth.,2,1,None,None,0,1,1,1,0,11,11,11,,,1,0.3819957129890099,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,“This is great.,2,1,None,None,0,1,1,1,0,12,12,12,,,9,0.05253530794288963,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1," Thank you,” Thomas said.",2,1,None,None,0,1,1,1,0,13,13,13,,,1,0.3016776470467448,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Sadie slipped into the cushioned seat and grabbed Thomas’ hand.,2,1,None,None,0,1,1,1,0,14,14,14,,,9,0.10225546907167882,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,“Tell me about your day!” Sadie sang as Thomas sat down.,2,1,None,None,0,1,1,1,0,15,15,15,,,1,0.21717986301518977,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"He looked at her silently, pulling his hand slowly from hers.",2,1,None,None,0,1,1,1,0,16,16,16,,,9,0.06743035593535751,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Sadie gave him a puzzled look.,2,1,None,None,0,1,1,1,0,17,17,17,,,1,0.10107192397117615,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Thomas looked away, and took a deep breath. ",2,1,None,None,0,1,1,1,0,18,18,18,,,9,0.051246905932202935,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Sadie asked, “What’s wrong?” ",2,1,None,None,0,1,1,1,0,19,19,19,,,1,0.08547521103173494,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Thomas picked at his fingernails.,2,1,None,22.0,0,1,1,1,0,20,20,20,,,9,0.06858753296546638,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"“Look, Sadie, I’ve been thinking, and I need to figure out some stuff… on my own.”",2,2,None,None,0,1,1,1,0,21,21,21,,,1,0.11860126501414925,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Sadie’s mouth popped open for a moment, then she swallowed and shifted back in her seat.",2,2,None,None,0,1,1,1,0,22,22,22,,,9,0.2845447390573099,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,“Things have been really picking up at work.,2,2,None,None,0,1,1,1,0,23,23,23,,,9,0.2847201490076259,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,And I’m not sure that this is the job I want to do anymore.,2,2,None,None,0,1,1,1,0,24,24,24,,,9,0.16758831590414047,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,It’s been really overwhelming between working and figuring out if I should change careers.” ,2,2,17.0,None,0,1,1,1,0,25,25,25,,,1,0.2021094469819218,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,The waiter appeared and interrupted the speech Thomas had been practicing.,3,2,None,None,0,1,1,1,0,26,26,26,,,9,0.11792340793181211,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,“Hello you two!,3,2,None,None,0,1,1,1,0,27,27,27,,,9,0.1751423019450158,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Have you decided what you would like?”,3,2,None,None,0,1,1,1,0,28,28,28,,,9,0.11780680599622428,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Thomas and Sadie realized there were menus on the table, and they glanced at the lengthy list quickly.",3,2,None,None,0,1,1,1,0,29,29,29,,,1,0.18496742798015475,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"There were so many strange dishes they had never heard of before, so they settled on familiar orders.",3,2,None,None,0,1,1,1,0,30,30,30,,,9,0.08509862690698355,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"“I’ll have a burger, no tomatoes,” Thomas said.",3,2,None,None,0,1,1,1,0,31,31,31,,,9,0.15159355395007879,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Sadie asked about the reuben, and the waiter told her it was excellent.",3,2,None,None,0,1,1,1,0,32,32,32,,,9,0.13520329701714218,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1," Once she agreed to get that, he walked away. ",3,2,None,None,0,1,1,1,0,33,33,33,,,1,0.0338750290684402,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Sadie and Thomas looked at each other. ,3,2,None,None,0,1,1,1,0,34,34,34,,,9,0.15096477104816586,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,“So what are you saying?” Sadie asked. ,3,2,None,None,0,1,1,1,0,35,35,35,,,1,0.03438756801187992,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Thomas replied, “I want to take a break for awhile.",3,2,None,None,0,1,1,1,0,36,36,36,,,9,0.05123587406706065,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"You know, take space to figure out what I’m supposed to be doing.”",3,2,None,17.0,0,1,1,1,0,37,37,37,,,9,0.11811576597392559,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Sadie quietly burst into tears. ,3,3,None,None,0,1,1,1,0,38,38,38,,,9,0.15125679806806147,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Nevertheless, people sitting at the adjacent table looked over, and then averted their gaze as they realized what was happening. ",3,3,None,None,0,1,1,1,0,39,39,39,,,1,0.1518425130052492,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,“Is this really what you want?,3,3,None,None,0,1,1,1,0,40,40,40,,,9,0.10091092705260962,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,I don’t understand.,3,3,None,None,0,1,1,1,0,41,41,41,,,1,0.11618413799442351,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,I don’t understand.,3,3,None,None,0,1,1,1,0,42,42,42,,,9,0.0017638209974393249,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Things were fine. ,3,3,None,None,0,1,1,1,0,43,43,43,,,9,0.15266212006099522,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"We don’t have to hang out all the time, or as much as we do now.”",3,3,None,None,0,1,1,1,0,44,44,44,,,9,0.3852217129897326,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Thomas chewed on his bottom lip and picked at his now bleeding hangnail. ,3,3,20.0,None,0,1,1,1,0,45,45,45,,,1,0.3509845049120486,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"At that moment, the waiter arrived with the burger and reuben, and set them on the table.",4,3,None,None,0,1,1,1,0,46,46,46,,,9,0.08477056806441396,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1, “Is there anything else I can get for you two?,4,3,None,None,0,1,1,1,0,47,47,47,,,9,5.036768896039575,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,Will you be getting desserts tonight?” he asked.,4,3,None,None,0,1,1,1,0,48,48,48,,,9,0.28455659199971706,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"“Oh no, we’re good, thanks.” Thomas said.",4,3,None,None,0,1,1,1,0,49,49,49,,,9,0.13342878909315914,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Once the waiter had quickly walked away, Thomas sighed and said, “Sadie, I’m sorry.",4,3,None,None,0,1,1,1,0,50,50,50,,,9,0.1352062280056998,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"You are so great, and I love hanging out with you.",4,3,None,None,0,1,1,1,0,51,51,51,,,9,0.13490944902878255,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"But I need some time, I’m so sorry.”",4,3,None,None,0,1,1,1,0,52,52,52,,,9,0.15265779907349497,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"He grabbed her hand, and she pulled it out of his.",4,3,None,None,0,1,1,1,0,53,53,53,,,9,0.15159645199310035,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"“Sadie,” he said.",4,3,None,17.0,0,1,1,1,0,54,54,54,,,9,0.20130548893939704,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1," She stood up, grabbed half the reuben, and shook it at him as she growled, “Don’t follow me and don’t talk to me anymore.”",4,4,None,None,0,1,1,1,0,55,55,55,,,9,0.1851317579858005,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Sadie's heels clacked loudly against the black and white linoleum, and the bell above the door jingled cheerfully as the door closed behind her.",4,4,None,None,0,1,1,1,0,56,56,56,,,9,0.15176578902173787,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"Thomas sat there for awhile, in shock at how quickly everything transpired. ",4,4,None,None,0,1,1,1,0,57,57,57,,,9,0.15132158994674683,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"He grabbed his burger, and took a bite of it, but it tasted dry and fishy.",4,4,None,None,0,1,1,1,0,58,58,58,,,9,0.16934400598984212,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,"He dropped it back on his plate, wondering if the restaurant was responsible for the foul taste in his mouth. ",4,4,13.0,5.0,0,1,1,1,0,59,59,59,,,9,0.2016522530466318,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
1,,,,,,0,1,1,1,,,,,,,,,',001,2019_Jan_16_1030,body_behavioural,59.97342925057214,
