count,audio,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,order of stories,order of perspectives,participant 2 order - stories,participant 2 order  - schemas types,key_resp_8.keys,key_resp_8.rt,key_resp_5.keys,key_resp_5.rt,key_resp_7.keys,key_resp_7.rt,key_resp_15.keys,key_resp_15.rt,key_resp_14.keys,key_resp_14.rt,story_presses.keys,story_presses.rt,key_resp_16.keys,key_resp_16.rt,story time,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,recall,recall time,key_resp_12.keys,key_resp_12.rt,key_resp_3.keys,key_resp_3.rt,key_resp_11.keys,key_resp_11.rt,question1_answer,order of question,question2_answer,question3_answer,question4_answer,question5_answer,question6_answer,question7_answer,question8_answer,questions time,key_resp_13.keys,key_resp_13.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,parcelated_audio/23/23_14.aiff,,0,1,1,1,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.453244125999845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_15.aiff,,0,1,1,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.4365492649994849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_16.aiff,,0,1,1,1,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.31984872499924677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_17.aiff,,0,1,1,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.3365773800005627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_18.aiff,,0,1,1,1,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.2530730750004295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_19.aiff,,0,1,1,1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2.3177896380002494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_20.aiff,,0,1,1,1,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.21974788999978045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_21.aiff,,0,1,1,1,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35313150999991194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_22.aiff,,0,1,1,1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.26973972500036325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
1,parcelated_audio/23/23_23.aiff,,0,1,1,1,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.4005993800001306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082919_p2,001,2019_Aug_29_1523,body_behavioural,3.0.4,60.00098521612661,
